MRGV_vOTUs	ICTV_taxonomy	Representative	Genome_size	Checkv_quality	muivig_quality	Completeness	contamination	Completeness_method	Kmer_freq	MRGV_vFAMs	MRGV_vGENs	UHGV_matched	IsProphage	Host_taxonomy
MRGV_vOTU23891	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023891	236003.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.01	MRGV_vFAM2006	MRGV_vGEN09311	vFAM-00091	False	Unclassified
MRGV_vOTU23892	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023892	60977.0	Medium-quality	Genome-fragment	86.59	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1006	MRGV_vGEN08244	vGENUS-05231	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23893	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023893	65653.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2370	MRGV_vGEN11298	vSUBFAM-00927	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495
MRGV_vOTU23894	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023894	25299.0	Medium-quality	Genome-fragment	64.98	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0110	MRGV_vGEN11200	vSUBFAM-00645	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23895	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023895	39796.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1270	MRGV_vGEN06917	vFAM-00022	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp910589395
MRGV_vOTU23896	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023896	41314.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2430	MRGV_vGEN02596	vOTU-090261	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23897	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Konodaiviridae	MRGV_GENOME023897	27067.0	Medium-quality	Genome-fragment	67.28	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0096	MRGV_vGEN06112	vSUBFAM-00618	False	Unclassified
MRGV_vOTU23898	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023898	38708.0	High-quality	High-quality	95.81	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0935	MRGV_vGEN06852	vFAM-00004	False	Unclassified
MRGV_vOTU23899	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023899	42952.0	Medium-quality	Genome-fragment	61.11	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM2275	MRGV_vGEN04474		True	Unclassified
MRGV_vOTU23900	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023900	128097.0	High-quality	High-quality	99.82	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0863	MRGV_vGEN08405	vFAM-00020	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005;strain__GENOME22870
MRGV_vOTU23901	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023901	38003.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM0337	MRGV_vGEN03058	vSUBFAM-04727	True	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp002311155
MRGV_vOTU23902	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023902	33475.0	High-quality	High-quality	90.27	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1486	MRGV_vGEN00031	vSUBFAM-00877	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp910574895
MRGV_vOTU23903	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023903	31575.0	Medium-quality	Genome-fragment	65.94	0.0	AAI-based (high-confidence)	1.02	MRGV_vFAM0846	MRGV_vGEN04523	vSUBFAM-00553	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
MRGV_vOTU23904	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023904	35424.0	Medium-quality	Genome-fragment	83.43	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0091	MRGV_vGEN10133	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577675
MRGV_vOTU23905	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME023905	38181.0	Medium-quality	Genome-fragment	77.78	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1276	MRGV_vGEN04475	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
MRGV_vOTU23906	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023906	68455.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM1318	MRGV_vGEN09621	vSUBFAM-00011	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805
MRGV_vOTU23907	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023907	46509.0	High-quality	High-quality	91.49	0.0	AAI-based (high-confidence)	1.02	MRGV_vFAM2175	MRGV_vGEN02111	vSUBFAM-04165	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23908	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023908	28134.0	Medium-quality	Genome-fragment	51.27	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0455	MRGV_vGEN03075	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495
MRGV_vOTU23909	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023909	126767.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0079	MRGV_vGEN10485	vSUBFAM-00447	False	Unclassified
MRGV_vOTU23910	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023910	61674.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0892	MRGV_vGEN00132	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU23911	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023911	67234.0	High-quality	High-quality	91.89	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2478	MRGV_vGEN04160	vFAM-00060	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
MRGV_vOTU23912	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023912	30093.0	Medium-quality	Genome-fragment	53.05	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2408	MRGV_vGEN09419	vFAM-00025	False	Unclassified
MRGV_vOTU23913	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023913	46525.0	Medium-quality	Genome-fragment	67.8	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0607	MRGV_vGEN07512	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae
MRGV_vOTU23914	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023914	58944.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1149	MRGV_vGEN03286	vFAM-00001	True	d__Bacteria
MRGV_vOTU23915	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023915	63349.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1525	MRGV_vGEN03348	vSUBFAM-00788	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508
MRGV_vOTU23916	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023916	37277.0	High-quality	High-quality	96.52	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0924	MRGV_vGEN03673	vSUBFAM-00161	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002358575
MRGV_vOTU23917	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023917	63070.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1199	MRGV_vGEN04272	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495
MRGV_vOTU23918	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023918	40047.0	Medium-quality	Genome-fragment	85.59	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0050	MRGV_vGEN08137	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter
MRGV_vOTU23919	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023919	179854.0	High-quality	High-quality	96.41	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1737	MRGV_vGEN09153		False	Unclassified
MRGV_vOTU23920	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023920	21780.0	Medium-quality	Genome-fragment	64.59	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN07433	vSUBFAM-01002	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805
MRGV_vOTU23921	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023921	16228.0	Medium-quality	Genome-fragment	50.49	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1417	MRGV_vGEN10820	vSUBFAM-00813	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp009774015;strain__MGBC146666
MRGV_vOTU23922	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023922	91650.0	High-quality	High-quality	92.7	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0281	MRGV_vGEN08024	vFAM-00005	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578555
MRGV_vOTU23923	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023923	62018.0	High-quality	High-quality	94.39	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM2350	MRGV_vGEN08098		False	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum schaedleri
MRGV_vOTU23924	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023924	23709.0	Medium-quality	Genome-fragment	56.37	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1743	MRGV_vGEN10810	vFAM-00006	True	Unclassified
MRGV_vOTU23925	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME023925	67957.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.02	MRGV_vFAM2426	MRGV_vGEN05386	vSUBFAM-00339	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23926	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023926	126959.0	Medium-quality	Genome-fragment	72.32	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1598	MRGV_vGEN05992	vFAM-00020	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23927	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023927	39020.0	Medium-quality	Genome-fragment	82.88	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN06340	vSUBFAM-01505	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23928	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023928	57126.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2615	MRGV_vGEN06783	vSUBFAM-01218	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23929	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023929	43818.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0541	MRGV_vGEN08740	vSUBFAM-01796	False	Unclassified
MRGV_vOTU23930	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023930	94717.0	Medium-quality	Genome-fragment	84.61	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM0973	MRGV_vGEN02322	vSUBFAM-00927	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
MRGV_vOTU23931	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023931	81539.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0892	MRGV_vGEN06019	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23932	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023932	49292.0	Medium-quality	Genome-fragment	80.77	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2216	MRGV_vGEN01116	vFAM-00007	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23933	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023933	46599.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1496	MRGV_vGEN04454	vFAM-00095	False	Unclassified
MRGV_vOTU23934	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023934	40502.0	Medium-quality	Genome-fragment	84.69	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0192	MRGV_vGEN02920	vSUBFAM-00553	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23935	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023935	78640.0	Medium-quality	Genome-fragment	82.17	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1916	MRGV_vGEN10623	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp910584295
MRGV_vOTU23936	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023936	37249.0	High-quality	High-quality	99.53	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2595	MRGV_vGEN03232	vOTU-000480	True	Unclassified
MRGV_vOTU23937	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023937	27486.0	Medium-quality	Genome-fragment	65.54	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0774	MRGV_vGEN04505	vFAM-00005	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU23938	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023938	51196.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2175	MRGV_vGEN05879	vSUBFAM-04165	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23939	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023939	235031.0	High-quality	High-quality	100.0	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1218	MRGV_vGEN07347	vFAM-00134	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1
MRGV_vOTU23940	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023940	34879.0	Medium-quality	Genome-fragment	57.81	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1228	MRGV_vGEN06229	vFAM-00017	False	Unclassified
MRGV_vOTU23941	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Konodaiviridae	MRGV_GENOME023941	61184.0	High-quality	High-quality	99.45	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1492	MRGV_vGEN03108	vGENUS-19901	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum
MRGV_vOTU23942	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Alisviridae	MRGV_GENOME023942	74769.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1766	MRGV_vGEN04819	vSUBFAM-01234	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp910577255;strain__GENOME02597
MRGV_vOTU23943	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Konodaiviridae	MRGV_GENOME023943	33315.0	Medium-quality	Genome-fragment	71.52	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2105	MRGV_vGEN03494	vFAM-00048	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__MRGM_0676_species
MRGV_vOTU23944	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023944	47731.0	High-quality	High-quality	96.78	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0745	MRGV_vGEN08087	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23945	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023945	121632.0	High-quality	High-quality	94.81	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0863	MRGV_vGEN08369	vSUBFAM-01294	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
MRGV_vOTU23946	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023946	65675.0	High-quality	High-quality	96.81	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0987	MRGV_vGEN09422	vFAM-00005	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU23947	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023947	45068.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN05041	vFAM-00162	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
MRGV_vOTU23948	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Brigitvirus	MRGV_GENOME023948	37665.0	Medium-quality	Genome-fragment	53.25	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1833	MRGV_vGEN07024	vSUBFAM-00550	False	Unclassified
MRGV_vOTU23949	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023949	31396.0	Medium-quality	Genome-fragment	53.98	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0279	MRGV_vGEN02436	vSUBFAM-03653	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila
MRGV_vOTU23950	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023950	23124.0	Medium-quality	Genome-fragment	51.44	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2110	MRGV_vGEN06635	vFAM-00008	False	Unclassified
MRGV_vOTU23951	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023951	43345.0	Medium-quality	Genome-fragment	72.03	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1886	MRGV_vGEN00355	vSUBFAM-00517	False	Unclassified
MRGV_vOTU23952	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023952	28734.0	Medium-quality	Genome-fragment	68.62	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2077	MRGV_vGEN08311	vFAM-00035	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774145
MRGV_vOTU23953	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023953	29763.0	Medium-quality	Genome-fragment	56.72	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2228	MRGV_vGEN03390	vSUBFAM-04165	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor
MRGV_vOTU23954	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023954	28118.0	Medium-quality	Genome-fragment	56.75	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2426	MRGV_vGEN04691	vSUBFAM-00339	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23955	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023955	50615.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1646	MRGV_vGEN01395	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU23956	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023956	18916.0	Medium-quality	Genome-fragment	56.18	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN01857	vSUBFAM-01002	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805
MRGV_vOTU23957	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023957	26353.0	Medium-quality	Genome-fragment	65.57	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2564	MRGV_vGEN00863	vSUBGEN-35515	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii
MRGV_vOTU23958	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023958	20777.0	Medium-quality	Genome-fragment	59.7	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0558	MRGV_vGEN05310	vSUBFAM-00342	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23959	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023959	19487.0	Medium-quality	Genome-fragment	59.57	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1734	MRGV_vGEN11039	vSUBFAM-00485	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp910589395
MRGV_vOTU23960	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Scapunavirus	MRGV_GENOME023960	48411.0	Medium-quality	Genome-fragment	79.01	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0192	MRGV_vGEN05262	vGENUS-19019	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU23961	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Alisviridae	MRGV_GENOME023961	38140.0	High-quality	High-quality	91.53	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0910	MRGV_vGEN08268	vSUBFAM-04702	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp009775375
MRGV_vOTU23962	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME023962	49709.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0563	MRGV_vGEN07534	vFAM-00005	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
