MRGV_vOTU	Bacterial_host (R220)	Consensus	Evidence
MRGV_vOTU23403	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.893687707641196	CRISPR
MRGV_vOTU23404	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola faecalis	0.9206349206349206	CRISPR:Integration
MRGV_vOTU23405	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	CRISPR
MRGV_vOTU23406	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7837837837837838	CRISPR
MRGV_vOTU23407	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp910578195	1.0	Integration
MRGV_vOTU23408	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23409	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.8529411764705882	CRISPR:Integration
MRGV_vOTU23410	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525	0.8	CRISPR
MRGV_vOTU23411	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9583333333333334	CRISPR
MRGV_vOTU23412	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23414	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	0.78125	CRISPR:Integration
MRGV_vOTU23415	d__Bacteria;p__Bacillota_A;c__Clostridia	0.9166666666666666	CRISPR:Integration
MRGV_vOTU23416	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	0.9	CRISPR
MRGV_vOTU23417	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae	0.7333333333333333	CRISPR:Integration
MRGV_vOTU23418	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9653465346534652	CRISPR:Integration
MRGV_vOTU23419	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	1.0	CRISPR:Integration
MRGV_vOTU23420	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sartorii	0.8888888888888888	CRISPR
MRGV_vOTU23421	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__MRGM_1228_species;strain__GENOME01556	1.0	Integration
MRGV_vOTU23422	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23423	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.9782608695652174	CRISPR:Integration
MRGV_vOTU23425	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.7797356828193832	CRISPR
MRGV_vOTU23427	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.75	CRISPR:Integration
MRGV_vOTU23428	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23429	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	1.0	Integration
MRGV_vOTU23430	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8660714285714286	CRISPR:Integration
MRGV_vOTU23432	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910584245	0.8307692307692308	CRISPR:Integration
MRGV_vOTU23433	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910589595	0.84375	CRISPR:Integration
MRGV_vOTU23434	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910586975	0.8157894736842105	CRISPR
MRGV_vOTU23436	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700	0.7638888888888888	CRISPR:Integration
MRGV_vOTU23438	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU23439	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.7692307692307693	CRISPR
MRGV_vOTU23441	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23442	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23443	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR:Integration
MRGV_vOTU23444	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9985549132947976	CRISPR
MRGV_vOTU23445	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.8702702702702703	CRISPR:Integration
MRGV_vOTU23446	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9705882352941176	CRISPR
MRGV_vOTU23447	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.8666666666666667	CRISPR
MRGV_vOTU23448	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23449	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.92	CRISPR
MRGV_vOTU23451	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910577925;strain__GENOME01449	1.0	CRISPR
MRGV_vOTU23453	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9090909090909092	CRISPR
MRGV_vOTU23454	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	1.0	CRISPR
MRGV_vOTU23455	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri;strain__MGBC000371	1.0	CRISPR
MRGV_vOTU23456	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23457	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23458	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.8088235294117647	CRISPR
MRGV_vOTU23460	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU23462	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1.0	CRISPR:Integration
MRGV_vOTU23463	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23464	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23465	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC161649;s__MGBC161649 sp910587685	0.7142857142857143	CRISPR
MRGV_vOTU23466	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rodentium	0.9629629629629628	CRISPR
MRGV_vOTU23467	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.7681159420289855	CRISPR
MRGV_vOTU23468	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp910587155	1.0	CRISPR
MRGV_vOTU23469	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9473684210526316	CRISPR
MRGV_vOTU23470	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU23471	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.9615384615384616	CRISPR
MRGV_vOTU23474	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	1.0	CRISPR
MRGV_vOTU23475	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015;strain__MGBC110851	1.0	CRISPR
MRGV_vOTU23476	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.9941520467836256	CRISPR:Integration
MRGV_vOTU23477	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23478	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23479	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum sp910586745	0.8372093023255814	CRISPR:Integration
MRGV_vOTU23480	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp910586645;strain__GENOME00484	1.0	Integration
MRGV_vOTU23481	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9519038076152304	CRISPR
MRGV_vOTU23482	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	1.0	CRISPR
MRGV_vOTU23483	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp009774375	0.7777777777777778	CRISPR
MRGV_vOTU23484	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.98989898989899	CRISPR:Integration
MRGV_vOTU23485	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23486	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587785;strain__MGBC161755	1.0	Integration
MRGV_vOTU23488	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23489	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU23491	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp910577255;strain__MGBC108389	1.0	CRISPR
MRGV_vOTU23492	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8956521739130435	CRISPR
MRGV_vOTU23493	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU23494	d__Bacteria	1.0	CRISPR
MRGV_vOTU23497	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8260869565217391	CRISPR
MRGV_vOTU23498	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.7	CRISPR
MRGV_vOTU23499	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.85	CRISPR:Integration
MRGV_vOTU23501	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9372384937238494	CRISPR
MRGV_vOTU23503	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015;strain__GENOME23816	1.0	CRISPR
MRGV_vOTU23504	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23505	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum arabinoxylanisolvens	1.0	CRISPR
MRGV_vOTU23507	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus	1.0	CRISPR:Integration
MRGV_vOTU23508	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.96875	CRISPR
MRGV_vOTU23509	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	0.930379746835443	CRISPR
MRGV_vOTU23510	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23511	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Granulimonas;s__Granulimonas faecalis;strain__GENOME25169	1.0	CRISPR
MRGV_vOTU23512	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23515	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23516	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.8059701492537313	CRISPR
MRGV_vOTU23517	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774155	0.75	CRISPR:Integration
MRGV_vOTU23518	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9772727272727272	CRISPR
MRGV_vOTU23519	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23520	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9183673469387756	CRISPR
MRGV_vOTU23522	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910584995;strain__GENOME02989	1.0	CRISPR
MRGV_vOTU23523	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.7272727272727273	CRISPR
MRGV_vOTU23524	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.9787234042553192	CRISPR:Integration
MRGV_vOTU23525	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp011959285;strain__GENOME25055	1.0	CRISPR
MRGV_vOTU23526	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9539877300613496	CRISPR
MRGV_vOTU23527	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	0.935483870967742	CRISPR:Integration
MRGV_vOTU23528	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7333333333333333	CRISPR
MRGV_vOTU23529	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23531	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9746835443037974	CRISPR
MRGV_vOTU23533	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1	1.0	CRISPR
MRGV_vOTU23535	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp910587835;strain__GENOME00330	1.0	Integration
MRGV_vOTU23536	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	1.0	Integration
MRGV_vOTU23537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	1.0	CRISPR
MRGV_vOTU23538	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23539	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23541	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella	1.0	CRISPR:Integration
MRGV_vOTU23542	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23543	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9523809523809524	CRISPR
MRGV_vOTU23544	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577675	0.8735632183908046	CRISPR:Integration
MRGV_vOTU23545	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	1.0	CRISPR:Integration
MRGV_vOTU23546	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9614035087719298	CRISPR:Integration
MRGV_vOTU23547	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU23548	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae	0.8947368421052632	CRISPR
MRGV_vOTU23549	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.7155172413793104	CRISPR
MRGV_vOTU23551	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910576845;strain__GENOME02955	1.0	CRISPR
MRGV_vOTU23552	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.8854961832061069	CRISPR
MRGV_vOTU23553	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9893617021276596	CRISPR
MRGV_vOTU23555	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	0.9444444444444444	CRISPR:Integration
MRGV_vOTU23556	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus	1.0	CRISPR:Integration
MRGV_vOTU23557	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577675	0.7777777777777778	CRISPR
MRGV_vOTU23558	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis	1.0	CRISPR
MRGV_vOTU23560	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9938271604938272	CRISPR
MRGV_vOTU23561	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea sp009911305;strain__MGBC131118	1.0	Integration
MRGV_vOTU23562	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23565	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578475	1.0	Integration
MRGV_vOTU23566	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp910589025	0.96875	CRISPR
MRGV_vOTU23568	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774145;strain__MGBC131589	1.0	Integration
MRGV_vOTU23569	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8571428571428571	CRISPR
MRGV_vOTU23570	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23571	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9722222222222222	CRISPR:Integration
MRGV_vOTU23572	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC161649;s__MGBC161649 sp910587685	1.0	CRISPR
MRGV_vOTU23573	d__Bacteria	1.0	CRISPR:Integration
MRGV_vOTU23575	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7837837837837838	CRISPR:Integration
MRGV_vOTU23576	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23577	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23578	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003611745;strain__MGBC000434	1.0	CRISPR
MRGV_vOTU23580	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.96	CRISPR
MRGV_vOTU23581	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910586925	1.0	CRISPR
MRGV_vOTU23582	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23583	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU23584	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8421052631578947	CRISPR
MRGV_vOTU23585	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	1.0	CRISPR
MRGV_vOTU23588	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23589	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23590	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.7444933920704846	CRISPR:Integration
MRGV_vOTU23591	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus	1.0	CRISPR
MRGV_vOTU23592	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri	0.7350427350427351	CRISPR:Integration
MRGV_vOTU23593	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016	1.0	CRISPR:Integration
MRGV_vOTU23594	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9659090909090908	CRISPR:Integration
MRGV_vOTU23595	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23596	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	1.0	CRISPR
MRGV_vOTU23597	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	0.7333333333333333	CRISPR
MRGV_vOTU23600	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015;strain__GENOME15011	1.0	Integration
MRGV_vOTU23601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23602	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.75	CRISPR
MRGV_vOTU23603	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1.0	CRISPR:Integration
MRGV_vOTU23604	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9968253968253968	CRISPR
MRGV_vOTU23605	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577165	0.9	CRISPR
MRGV_vOTU23606	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp910575255;strain__MGBC105519	1.0	CRISPR
MRGV_vOTU23607	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella muris	0.8823529411764706	CRISPR
MRGV_vOTU23608	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.978021978021978	CRISPR
MRGV_vOTU23609	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp947575275;strain__GENOME02044	1.0	CRISPR
MRGV_vOTU23610	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	0.75	CRISPR
MRGV_vOTU23611	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.7520435967302452	CRISPR
MRGV_vOTU23612	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910588635	1.0	Integration
MRGV_vOTU23613	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002358575	0.9814814814814816	CRISPR:Integration
